Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Power (W)	Tolerance	Temperature Coefficent	Price								
R	3.979800e+002	4.020000e+002	4.060200e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT402KCT-ND	RMCF1206FT402K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.078800e+002	4.120000e+002	4.161200e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT412KCT-ND	RMCF1206FT412K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.484700e+002	4.530000e+002	4.575300e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT453KCT-ND	RMCF1206FT453K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.593600e+002	4.640000e+002	4.686400e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT464KCT-ND	RMCF1206FT464K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.653000e+002	4.700000e+002	4.747000e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT470KCT-ND	RMCF1206FT470K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.702500e+002	4.750000e+002	4.797500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FG475KCT-ND	RMCF1206FG475K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.702500e+002	4.750000e+002	4.797500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT475KCT-ND	RMCF1206FT475K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.821300e+002	4.870000e+002	4.918700e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT487KCT-ND	RMCF1206FT487K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.940100e+002	4.990000e+002	5.039900e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FG499KCT-ND	RMCF1206FG499K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.940100e+002	4.990000e+002	5.039900e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT499KCT-ND	RMCF1206FT499K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.058900e+002	5.110000e+002	5.161100e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT511KCT-ND	RMCF1206FT511K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.177700e+002	5.230000e+002	5.282300e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT523KCT-ND	RMCF1206FT523K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.306400e+002	5.360000e+002	5.413600e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT536KCT-ND	RMCF1206FT536K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.435100e+002	5.490000e+002	5.544900e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT549KCT-ND	RMCF1206FT549K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.563800e+002	5.620000e+002	5.676200e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FG562KCT-ND	RMCF1206FG562K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	5.563800e+002	5.620000e+002	5.676200e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT562KCT-ND	RMCF1206FT562K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.702400e+002	5.760000e+002	5.817600e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT576KCT-ND	RMCF1206FT576K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.841000e+002	5.900000e+002	5.959000e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT590KCT-ND	RMCF1206FT590K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	5.979600e+002	6.040000e+002	6.100400e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT604KCT-ND	RMCF1206FT604K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	6.128100e+002	6.190000e+002	6.251900e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT619KCT-ND	RMCF1206FT619K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	6.138000e+002	6.200000e+002	6.262000e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT620KCT-ND	RMCF1206FT620K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	6.276600e+002	6.340000e+002	6.403400e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT634KCT-ND	RMCF1206FT634K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	6.583500e+002	6.650000e+002	6.716500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT665KCT-ND	RMCF1206FT665K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	6.741900e+002	6.810000e+002	6.878100e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT681KCT-ND	RMCF1206FT681K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	6.910200e+002	6.980000e+002	7.049800e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT698KCT-ND	RMCF1206FT698K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	7.078500e+002	7.150000e+002	7.221500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT715KCT-ND	RMCF1206FT715K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	7.246800e+002	7.320000e+002	7.393200e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT732KCT-ND	RMCF1206FT732K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	7.425000e+002	7.500000e+002	7.575000e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT750KCT-ND	RMCF1206FT750K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	8.167500e+002	8.250000e+002	8.332500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT825KCT-ND	RMCF1206FT825K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	8.365500e+002	8.450000e+002	8.534500e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT845KCT-ND	RMCF1206FT845K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	8.573400e+002	8.660000e+002	8.746600e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT866KCT-ND	RMCF1206FT866K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	8.781300e+002	8.870000e+002	8.958700e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT887KCT-ND	RMCF1206FT887K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	8.999100e+002	9.090000e+002	9.180900e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT909KCT-ND	RMCF1206FT909K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	9.216900e+002	9.310000e+002	9.403100e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT931KCT-ND	RMCF1206FT931K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	9.434700e+002	9.530000e+002	9.625300e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT953KCT-ND	RMCF1206FT953K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	9.662400e+002	9.760000e+002	9.857600e+002	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT976KCT-ND	RMCF1206FT976K	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	9.900000e+005	1.000000e+006	1.010000e+006	-1.000000e-002	1.000000e-002	2	1206	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1206FT1M00CT-ND	RMCF1206FT1M00	Stackpole Electronics Inc	2.500000e-001	±1%	±100ppm/°C	0.06000	~	~						
R	4.750000e+002	5.000000e+002	5.250000e+002	-5.000000e-002	5.000000e-002	2	1206	http://www.seielect.com/catalog/SEI-HVC.pdf	HVCB1206JDD500MCT-ND	HVCB1206JDD500M	Stackpole Electronics Inc	3.330000e-001	±5%	±100ppm/°C	3.63000	~	~						
R	9.500000e+008	1.000000e+009	1.050000e+009	-5.000000e-002	5.000000e-002	2	1206	http://www.seielect.com/catalog/SEI-HVC.pdf	HVCB1206JDD1G00CT-ND	HVCB1206JDD1G00	Stackpole Electronics Inc	3.330000e-001	±5%	±100ppm/°C	7.25000	~	~						
R	9.900000e+002	1.000000e+003	1.010000e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K00CT-ND	RMCF1210FT1K00	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.287000e+002	1.300000e+002	1.313000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT130RCT-ND	RMCF1210FT130R	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.286800e+002	3.320000e+002	3.353200e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT332RCT-ND	RMCF1210FT332R	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	9.900000e+000	1.000000e+001	1.010000e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT10R0CT-ND	RMCF1210FT10R0	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	6.741900e+004	6.810000e+004	6.878100e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT68K1CT-ND	RMCF1210FT68K1	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	6.128100e+001	6.190000e+001	6.251900e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT61R9CT-ND	RMCF1210FT61R9	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	9.900000e+001	1.000000e+002	1.010000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT100KCT-ND	RMCF1210FT100K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	4.702500e+004	4.750000e+004	4.797500e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT47K5CT-ND	RMCF1210FT47K5	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.851300e+002	1.870000e+002	1.888700e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT187KCT-ND	RMCF1210FT187K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.772000e+002	2.800000e+002	2.828000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT280KCT-ND	RMCF1210FT280K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.197900e+004	1.210000e+004	1.222100e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT12K1CT-ND	RMCF1210FT12K1	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.762200e+002	1.780000e+002	1.797800e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT178KCT-ND	RMCF1210FT178K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.851300e+002	1.870000e+002	1.888700e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT187RCT-ND	RMCF1210FT187R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.801800e+001	1.820000e+001	1.838200e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT18R2CT-ND	RMCF1210FT18R2	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.227600e+003	1.240000e+003	1.252400e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K24CT-ND	RMCF1210FT1K24	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.356300e+003	1.370000e+003	1.383700e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K37CT-ND	RMCF1210FT1K37	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.722600e+003	1.740000e+003	1.757400e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K74CT-ND	RMCF1210FT1K74	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	9.900000e+005	1.000000e+006	1.010000e+006	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1M00CT-ND	RMCF1210FT1M00	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.029500e+004	2.050000e+004	2.070500e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT20K5CT-ND	RMCF1210FT20K5	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.187900e+002	2.210000e+002	2.232100e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT221RCT-ND	RMCF1210FT221R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.465100e+004	2.490000e+004	2.514900e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT24K9CT-ND	RMCF1210FT24K9	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.910600e+001	2.940000e+001	2.969400e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT29R4CT-ND	RMCF1210FT29R4	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.346300e+003	2.370000e+003	2.393700e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT2K37CT-ND	RMCF1210FT2K37	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.712600e+003	2.740000e+003	2.767400e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT2K74CT-ND	RMCF1210FT2K74	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.979900e+002	3.010000e+002	3.040100e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT301RCT-ND	RMCF1210FT301R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.366000e+001	3.400000e+001	3.434000e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT34R0CT-ND	RMCF1210FT34R0	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.445200e+001	3.480000e+001	3.514800e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT34R8CT-ND	RMCF1210FT34R8	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.613500e+002	3.650000e+002	3.686500e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT365RCT-ND	RMCF1210FT365R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.791700e+001	3.830000e+001	3.868300e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT38R3CT-ND	RMCF1210FT38R3	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.366000e+003	3.400000e+003	3.434000e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT3K40CT-ND	RMCF1210FT3K40	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	3.445200e+003	3.480000e+003	3.514800e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT3K48CT-ND	RMCF1210FT3K48	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	4.940100e+002	4.990000e+002	5.039900e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT499KCT-ND	RMCF1210FT499K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	4.940100e+001	4.990000e+001	5.039900e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT49R9CT-ND	RMCF1210FT49R9	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	5.702400e+004	5.760000e+004	5.817600e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT57K6CT-ND	RMCF1210FT57K6	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	6.425100e+002	6.490000e+002	6.554900e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT649RCT-ND	RMCF1210FT649R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	8.999100e+004	9.090000e+004	9.180900e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT90K9CT-ND	RMCF1210FT90K9	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	9.009000e+002	9.100000e+002	9.191000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT910RCT-ND	RMCF1210FT910R	Stackpole Electronics Inc	5.000000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	7.425000e+003	7.500000e+003	7.575000e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT7K50CT-ND	RMCF1210FT7K50	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.089000e+002	1.100000e+002	1.111000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT110KCT-ND	RMCF1210FT110K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.257300e+001	1.270000e+001	1.282700e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT12R7CT-ND	RMCF1210FT12R7	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.287000e+001	1.300000e+001	1.313000e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT13K0CT-ND	RMCF1210FT13K0	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.673100e+001	1.690000e+001	1.706900e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT16R9CT-ND	RMCF1210FT16R9	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.722600e+004	1.740000e+004	1.757400e+004	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT17K4CT-ND	RMCF1210FT17K4	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.118700e+003	1.130000e+003	1.141300e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K13CT-ND	RMCF1210FT1K13	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	1.257300e+003	1.270000e+003	1.282700e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT1K27CT-ND	RMCF1210FT1K27	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.079000e+002	2.100000e+002	2.121000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT210KCT-ND	RMCF1210FT210K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.079000e+002	2.100000e+002	2.121000e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT210RCT-ND	RMCF1210FT210R	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.465100e+002	2.490000e+002	2.514900e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT249KCT-ND	RMCF1210FT249K	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.465100e+002	2.490000e+002	2.514900e+002	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT249RCT-ND	RMCF1210FT249R	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.465100e+001	2.490000e+001	2.514900e+001	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT24R9CT-ND	RMCF1210FT24R9	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
R	2.079000e+003	2.100000e+003	2.121000e+003	-1.000000e-002	1.000000e-002	2	1210	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF1210FT2K10CT-ND	RMCF1210FT2K10	Stackpole Electronics Inc	3.330000e-001	±1%	±100ppm/°C	0.22000	~	~						
