Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Current (A)	Q	DC Resistance (ohm)	Tolerance	Core Material	Price												
L	1.620000e-006	1.800000e-006	1.980000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1050-1-ND	MLF2012A1R8KT000	TDK Corporation	8.000000e-002	45 @ 10MHz	4.500000e-001	±10%	Ferrite	0.16000												
L	1.980000e-006	2.200000e-006	2.420000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1051-1-ND	MLF2012A2R2KT000	TDK Corporation	5.000000e-002	45 @ 10MHz	5.000000e-001	±10%	Ferrite	0.16000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	-	445-3168-1-ND	MLZ2012A2R2M	TDK Corporation	6.500000e-001	-	1.500000e-001	±20%	Ferrite	0.10000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6393-1-ND	MLZ2012A2R2WT000	TDK Corporation	6.500000e-001	-	1.500000e-001	±20%	Ferrite	0.11000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6758-1-ND	MLZ2012N2R2LT000	TDK Corporation	8.000000e-001	-	1.200000e-001	±20%	Ferrite	0.11000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlp.pdf	445-6364-1-ND	MLP2012S2R2MT0S1	TDK Corporation	8.000000e-001	-	2.300000e-001	±20%	Ferrite	0.29000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8970-1-ND	MLF2012A2R2M	TDK Corporation	5.000000e-002	45 @ 10MHz	5.000000e-001	±20%	Ferrite	0.14000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlp.pdf	445-6766-1-ND	MLP2012S2R2T	TDK Corporation	6.000000e-001	-	3.300000e-001	±20%	Ferrite	0.29000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_power_mlp_en.pdf	445-15715-1-ND	MLP2012H2R2MT0S1	TDK Corporation	1.000000e+000	-	1.500000e-001	±20%	Ferrite	0.29000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_power_mlp_en.pdf	445-15720-1-ND	MLP2012V2R2MT0S1	TDK Corporation	7.000000e-001	-	2.800000e-001	±20%	Ferrite	0.29000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz_h.pdf	445-8658-1-ND	MLZ2012M2R2HT000	TDK Corporation	6.000000e-001	-	1.600000e-001	±20%	Ferrite	0.12000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16374-1-ND	MLZ2012A2R2WTD25	TDK Corporation	6.500000e-001	-	1.950000e-001	±20%	Ferrite	0.14000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16381-1-ND	MLZ2012N2R2LTD25	TDK Corporation	8.000000e-001	-	1.560000e-001	±20%	Ferrite	0.14000												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3157-1-ND	GLF2012T2R2M	TDK Corporation	7.000000e-001	-	1.000000e-001	±20%	-	Call												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLFR2012.pdf	445-3612-1-ND	GLFR2012T2R2M-LR	TDK Corporation	9.000000e-001	-	8.800000e-002	±20%	-	Call												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3619-1-ND	GLF201208T2R2M	TDK Corporation	3.500000e-001	-	5.600000e-001	±20%	-	Call												
L	1.760000e-006	2.200000e-006	2.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLCR2012.pdf	445-3625-1-ND	GLCR2012T2R2M-HC	TDK Corporation	6.000000e-001	-	2.000000e-001	±20%	-	Call												
L	2.430000e-006	2.700000e-006	2.970000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1052-1-ND	MLF2012A2R7KT000	TDK Corporation	5.000000e-002	45 @ 10MHz	5.500000e-001	±10%	Ferrite	0.16000												
L	2.160000e-006	2.700000e-006	3.240000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8971-1-ND	MLF2012A2R7M	TDK Corporation	5.000000e-002	45 @ 10MHz	5.500000e-001	±20%	Ferrite	0.14000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6394-1-ND	MLZ2012A3R3WT000	TDK Corporation	4.500000e-001	-	3.400000e-001	±20%	Ferrite	0.11000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlp.pdf	445-6365-1-ND	MLP2012S3R3MT0S1	TDK Corporation	9.000000e-001	-	1.900000e-001	±20%	Ferrite	0.29000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8972-1-ND	MLF2012A3R3M	TDK Corporation	5.000000e-002	45 @ 10MHz	6.000000e-001	±20%	Ferrite	0.14000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_decoupling_mlz_en.pdf	445-15749-1-ND	MLZ2012M3R3HT000	TDK Corporation	5.000000e-001	-	2.000000e-001	±20%	Ferrite	0.12000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6759-1-ND	MLZ2012N3R3LT000	TDK Corporation	7.500000e-001	-	1.500000e-001	±20%	Ferrite	0.11000												
L	2.970000e-006	3.300000e-006	3.630000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1053-1-ND	MLF2012A3R3KT000	TDK Corporation	5.000000e-002	45 @ 10MHz	6.000000e-001	±10%	Ferrite	0.16000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16375-1-ND	MLZ2012A3R3WTD25	TDK Corporation	4.500000e-001	-	4.420000e-001	±20%	Ferrite	0.14000												
L	2.640000e-006	3.300000e-006	3.960000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16382-1-ND	MLZ2012N3R3LTD25	TDK Corporation	7.500000e-001	-	1.950000e-001	±20%	Ferrite	0.14000												
L	3.120000e-006	3.900000e-006	4.680000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8973-1-ND	MLF2012A3R9M	TDK Corporation	3.000000e-002	45 @ 10MHz	6.500000e-001	±20%	Ferrite	0.14000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlp.pdf	445-6366-1-ND	MLP2012S4R7MT0S1	TDK Corporation	7.000000e-001	-	2.600000e-001	±20%	Ferrite	0.29000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	-	445-3169-1-ND	MLZ2012E4R7M	TDK Corporation	8.000000e-002	-	3.000000e-001	±20%	Ferrite	0.10000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6760-1-ND	MLZ2012N4R7LT000	TDK Corporation	6.000000e-001	-	1.800000e-001	±20%	Ferrite	0.11000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz_h.pdf	445-8659-1-ND	MLZ2012M4R7HT000	TDK Corporation	4.000000e-001	-	3.400000e-001	±20%	Ferrite	0.12000												
L	4.230000e-006	4.700000e-006	5.170000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1055-1-ND	MLF2012A4R7KT000	TDK Corporation	3.000000e-002	45 @ 10MHz	7.000000e-001	±10%	Ferrite	0.16000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8974-1-ND	MLF2012A4R7M	TDK Corporation	3.000000e-002	45 @ 10MHz	7.000000e-001	±20%	Ferrite	0.14000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_power_mlp_en.pdf	445-15721-1-ND	MLP2012V4R7MT0S1	TDK Corporation	6.000000e-001	-	4.000000e-001	±20%	Ferrite	0.29000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6401-1-ND	MLZ2012M4R7WT000	TDK Corporation	4.000000e-001	-	3.000000e-001	±20%	Ferrite	0.11000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16383-1-ND	MLZ2012N4R7LTD25	TDK Corporation	6.000000e-001	-	2.340000e-001	±20%	Ferrite	0.14000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLCR2012.pdf	445-3626-1-ND	GLCR2012T4R7M-HC	TDK Corporation	5.000000e-001	-	2.900000e-001	±20%	-	0.19000												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3158-1-ND	GLF2012T4R7M	TDK Corporation	4.500000e-001	-	2.400000e-001	±20%	-	Call												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLFR2012.pdf	445-3613-1-ND	GLFR2012T4R7M-LR	TDK Corporation	6.000000e-001	-	2.000000e-001	±20%	-	Call												
L	3.760000e-006	4.700000e-006	5.640000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3620-1-ND	GLF201208T4R7M	TDK Corporation	3.000000e-001	-	7.400000e-001	±20%	-	Call												
L	5.040000e-006	5.600000e-006	6.160000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1056-1-ND	MLF2012E5R6KT000	TDK Corporation	1.500000e-002	50 @ 4MHz	6.000000e-001	±10%	Ferrite	0.16000												
L	4.480000e-006	5.600000e-006	6.720000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8997-1-ND	MLF2012E5R6M	TDK Corporation	1.500000e-002	50 @ 4MHz	6.000000e-001	±20%	Ferrite	0.14000												
L	5.440000e-006	6.800000e-006	8.160000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6761-1-ND	MLZ2012N6R8LT000	TDK Corporation	5.500000e-001	-	2.500000e-001	±20%	Ferrite	0.11000												
L	6.120000e-006	6.800000e-006	7.480000e-006	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1057-1-ND	MLF2012E6R8KT000	TDK Corporation	1.500000e-002	50 @ 4MHz	6.500000e-001	±10%	Ferrite	0.16000												
L	5.440000e-006	6.800000e-006	8.160000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8998-1-ND	MLF2012E6R8M	TDK Corporation	1.500000e-002	50 @ 4MHz	6.500000e-001	±20%	Ferrite	0.14000												
L	5.440000e-006	6.800000e-006	8.160000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_decoupling_mlz_en.pdf	445-15750-1-ND	MLZ2012M6R8HT000	TDK Corporation	3.500000e-001	-	4.000000e-001	±20%	Ferrite	0.12000												
L	5.440000e-006	6.800000e-006	8.160000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6402-1-ND	MLZ2012M6R8WT000	TDK Corporation	3.500000e-001	-	4.000000e-001	±20%	Ferrite	0.11000												
L	5.440000e-006	6.800000e-006	8.160000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16384-1-ND	MLZ2012N6R8LTD25	TDK Corporation	5.500000e-001	-	3.250000e-001	±20%	Ferrite	0.14000												
L	6.560000e-006	8.200000e-006	9.840000e-006	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8999-1-ND	MLF2012E8R2M	TDK Corporation	1.500000e-002	50 @ 4MHz	7.000000e-001	±20%	Ferrite	0.14000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6396-1-ND	MLZ2012M100WT000	TDK Corporation	3.500000e-001	-	4.700000e-001	±20%	Ferrite	0.11000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz_h.pdf	445-8656-1-ND	MLZ2012M100HT000	TDK Corporation	3.000000e-001	-	6.800000e-001	±20%	Ferrite	0.12000												
L	9.000000e-006	1.000000e-005	1.100000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1059-1-ND	MLF2012E100KT000	TDK Corporation	1.500000e-002	50 @ 2MHz	8.000000e-001	±10%	Ferrite	0.16000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8995-1-ND	MLF2012E100M	TDK Corporation	1.500000e-002	50 @ 2MHz	8.000000e-001	±20%	Ferrite	0.14000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16376-1-ND	MLZ2012N100LTD25	TDK Corporation	5.000000e-001	-	3.900000e-001	±20%	Ferrite	0.14000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	-	445-3170-1-ND	MLZ2012E100M	TDK Corporation	6.000000e-002	-	4.000000e-001	±20%	Ferrite	0.10000												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6762-1-ND	MLZ2012N100LT000	TDK Corporation	5.000000e-001	-	3.000000e-001	±20%	Ferrite	0.11000												
L	9.000000e-006	1.000000e-005	1.100000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3159-1-ND	GLF2012T100K	TDK Corporation	3.600000e-001	-	3.600000e-001	±10%	-	Call												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLFR2012.pdf	445-3614-1-ND	GLFR2012T100M-LR	TDK Corporation	5.000000e-001	-	3.000000e-001	±20%	-	Call												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3621-1-ND	GLF201208T100M	TDK Corporation	2.500000e-001	-	1.100000e+000	±20%	-	Call												
L	8.000000e-006	1.000000e-005	1.200000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLCR2012.pdf	445-3627-1-ND	GLCR2012T100M-HC	TDK Corporation	3.800000e-001	-	5.000000e-001	±20%	-	Call												
L	1.080000e-005	1.200000e-005	1.320000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1060-1-ND	MLF2012E120KT000	TDK Corporation	1.500000e-002	50 @ 2MHz	9.000000e-001	±10%	Ferrite	0.16000												
L	9.600000e-006	1.200000e-005	1.440000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8996-1-ND	MLF2012E120M	TDK Corporation	1.500000e-002	50 @ 2MHz	9.000000e-001	±20%	Ferrite	0.14000												
L	1.200000e-005	1.500000e-005	1.800000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6763-1-ND	MLZ2012N150LT000	TDK Corporation	3.500000e-001	-	4.700000e-001	±20%	Ferrite	0.11000												
L	1.350000e-005	1.500000e-005	1.650000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1061-1-ND	MLF2012C150KT000	TDK Corporation	5.000000e-003	30 @ 1MHz	7.000000e-001	±10%	Ferrite	0.16000												
L	1.200000e-005	1.500000e-005	1.800000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8976-1-ND	MLF2012C150M	TDK Corporation	5.000000e-003	30 @ 1MHz	7.000000e-001	±20%	Ferrite	0.14000												
L	1.200000e-005	1.500000e-005	1.800000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6397-1-ND	MLZ2012M150WT000	TDK Corporation	2.500000e-001	-	9.500000e-001	±20%	Ferrite	0.11000												
L	1.200000e-005	1.500000e-005	1.800000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16377-1-ND	MLZ2012N150LTD25	TDK Corporation	3.500000e-001	-	6.110000e-001	±20%	Ferrite	0.14000												
L	1.440000e-005	1.800000e-005	2.160000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8977-1-ND	MLF2012C180M	TDK Corporation	5.000000e-003	30 @ 1MHz	8.000000e-001	±20%	Ferrite	0.14000												
L	1.620000e-005	1.800000e-005	1.980000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1062-1-ND	MLF2012C180KT000	TDK Corporation	5.000000e-003	30 @ 1MHz	8.000000e-001	±10%	Ferrite	0.16000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-9495-1-ND	MLZ2012N220LT000	TDK Corporation	3.000000e-001	-	6.700000e-001	±20%	Ferrite	0.11000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6398-1-ND	MLZ2012M220WT000	TDK Corporation	2.200000e-001	-	2.000000e+000	±20%	Ferrite	0.11000												
L	1.980000e-005	2.200000e-005	2.420000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1063-1-ND	MLF2012C220KT000	TDK Corporation	5.000000e-003	30 @ 1MHz	9.000000e-001	±10%	Ferrite	0.16000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8978-1-ND	MLF2012C220M	TDK Corporation	5.000000e-003	30 @ 1MHz	9.000000e-001	±20%	Ferrite	0.14000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_decoupling_mlz_en.pdf	445-15751-1-ND	MLZ2012P220WT000	TDK Corporation	2.200000e-001	-	1.250000e+000	±20%	Ferrite	0.11000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_decoupling_mlz_en.pdf	445-16380-1-ND	MLZ2012N220LTD25	TDK Corporation	3.000000e-001	-	8.710000e-001	±20%	Ferrite	0.14000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3622-1-ND	GLF201208T220M	TDK Corporation	1.500000e-001	-	3.500000e+000	±20%	-	0.21000												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLFR2012.pdf	445-3615-1-ND	GLFR2012T220M-LR	TDK Corporation	3.000000e-001	-	7.000000e-001	±20%	-	0.16000												
L	1.980000e-005	2.200000e-005	2.420000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLF,GLC%20Series.pdf	445-3160-1-ND	GLF2012T220K	TDK Corporation	2.200000e-001	-	1.000000e+000	±10%	-	Call												
L	1.760000e-005	2.200000e-005	2.640000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/GLCR2012.pdf	445-3628-1-ND	GLCR2012T220M-HC	TDK Corporation	2.500000e-001	-	1.000000e+000	±20%	-	Call												
L	2.430000e-005	2.700000e-005	2.970000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1064-1-ND	MLF2012C270KT000	TDK Corporation	5.000000e-003	30 @ 1MHz	1.000000e+000	±10%	Ferrite	0.16000												
L	2.160000e-005	2.700000e-005	3.240000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8979-1-ND	MLF2012C270M	TDK Corporation	5.000000e-003	30 @ 1MHz	1.000000e+000	±20%	Ferrite	0.14000												
L	2.640000e-005	3.300000e-005	3.960000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6399-1-ND	MLZ2012M330WT000	TDK Corporation	1.900000e-001	-	2.600000e+000	±20%	Ferrite	0.11000												
L	2.970000e-005	3.300000e-005	3.630000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1065-1-ND	MLF2012C330KT000	TDK Corporation	5.000000e-003	30 @ 400kHz	1.100000e+000	±10%	Ferrite	0.16000												
L	2.640000e-005	3.300000e-005	3.960000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-8980-1-ND	MLF2012C330M	TDK Corporation	5.000000e-003	30 @ 400kHz	1.100000e+000	±20%	Ferrite	0.14000												
L	3.510000e-005	3.900000e-005	4.290000e-005	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-1066-1-ND	MLF2012K390KT000	TDK Corporation	4.000000e-003	35 @ 2MHz	2.400000e+000	±10%	Ferrite	0.16000												
L	3.120000e-005	3.900000e-005	4.680000e-005	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-9000-1-ND	MLF2012K390M	TDK Corporation	4.000000e-003	35 @ 2MHz	2.400000e+000	±20%	Ferrite	0.14000												
